"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
"6922520","DESHPAND","MIT - Internal","6922541","Tissue Specific","09/01/2010","08/31/2012","","0","0","0","0","0","249,542","249,542","0","6922541"
"","E MOU","","","Adhesive","","","","","","","","","","","",""
"","","","","Materials","","","","","","","","","","","",""
"","","","","","Supervisor Total:","","","0","0","0","0","0","249,542","249,542","0",""
"Supervisor: Grodzinsky /Alan J","","","","","","","","","","","","","",""
"P069200","Department Of Biological Engineering","","","","","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
"6922520","DESHPAND","MIT - Internal","6926538","Drug Delivery","09/01/2012","08/31/2014","32,075","","","39,107","27,763","98,945","250,000","144,158","105,842","6926538"
"","E MOU","","","System For","","","","","","","","","","","",""
"","","","","Treating Osteoa","","","","","","","","","","","",""
"","","","","","Supervisor Total:","","32,075","","","39,107","27,763","98,945","250,000","144,158","105,842",""
"Supervisor: Grossman /Jeffrey C.","","","","","","","","","","","","",""
"P267110","Rle # Mui/Samuels Team","","","","","","","","","","","","",""
"","","","","","","Page 3 of 8, Wednesday, September 10, 2014","","","","","","","",""
"","","","","","Primary and Secondary Volume Report by Supervisor","","","","","",""
"","","","","","Department: Deshpande Center for Technological Innov","","","","","",""
"","","","","","","Fiscal Period 201412","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
"6922520","DESHPAND","MIT - Internal","6928485","Nanoporous Thin","09/01/2013","08/31/2014","10,052","1,210","442","20,423","11,488","43,615","50,000","43,615","6,385","6928485"
"","E MOU","","","Films For Water","","","","","","","","","","","",""
"","","","","Desalina","","","","","","","","","","","",""
"","","","","","Supervisor Total:","","10,052","1,210","442","20,423","11,488","43,615","50,000","43,615","6,385",""
"Supervisor: Hammond /Paula T","","","","","","","","","","","","","",""
"P062000","Chemical Engineering","","","","","","","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
"6922520","DESHPAND","MIT - Internal","6926539","Medication","10/01/2012","05/31/2014","92","0","0","8,394","4,681","13,167","103,362","103,345","17","6926539"
"","E MOU","","","Dispensing","","","","","","","","","","","",""
"","","","","Intraocular Lens (","","","","","","","","","","","",""
"","","","","","Supervisor Total:","","92","0","0","8,394","4,681","13,167","103,362","103,345","17",""
"Supervisor: Hart /Anastasios John","","","","","","","","","","","","",""
"P069700","Lab For Manufacturing & Productivity","","","","","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
"6922520","DESHPAND","MIT -","6928486","Electrically Driven","09/01/2013","08/31/2014","","","","38","21","59","1,000","59","941","6928486"
"","E MOU","Deshpande","","Digital Printing Of","","","","","","","","","","","",""
"","","Center","","","","","","","","","","","","","",""
"","","","","","Supervisor Total:","","","","","38","21","59","1,000","59","941",""
"Supervisor: Johnson /Jeremiah A.","","","","","","","","","","","","",""
"P152000","Chemistry","","","","","","","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
"6922520","DESHPAND","MIT - Internal","6926534","Stable Carbenes","09/01/2012","08/31/2014","33,891","","","69,815","45,878","149,584","151,000","149,584","1,416","6926534"
"","E MOU","","","As General","","","","","","","","","","","",""
"","","","","Surface Ancho","","","","","","","","","","","",""
"","","","","","Supervisor Total:","","33,891","","","69,815","45,878","149,584","151,000","149,584","1,416",""
"Supervisor: Katabi /Dina","","","","","","","","","","","","","",""
"P067952","Csail - Pi Research","","","","","","","","","","","","","",""
"","","","","","","Page 4 of 8, Wednesday, September 10, 2014","","","","","","","",""
"","","","","","Primary and Secondary Volume Report by Supervisor","","","","","",""
"","","","","","Department: Deshpande Center for Technological Innov","","","","","",""
"","","","","","","Fiscal Period 201412","","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
"6922520","DESHPAND","MIT - Internal","6922542","Wik/Do:","10/01/2010","09/30/2011","0","0","0","0","0","0","47,567","47,567","0","6922542"
"","E MOU","","","Large-Scale","","","","","","","","","","","",""
"","","","","Automation Of","","","","","","","","","","","",""
"","","","","Comput","","","","","","","","","","","",""
"","","","","","Supervisor Total:","","0","0","0","0","0","0","47,567","47,567","0",""
"Supervisor: Matusik /Wojciech","","","","","","","","","","","","","",""
"P067952","Csail - Pi Research","","","","","","","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
"6922520","DESHPAND","MIT -","6928487","A Platform For","09/01/2013","08/31/2014","","32","12","422","232","698","1,000","698","302","6928487"
"","E MOU","Deshpande","","Multi-Material","","","","","","","","","","","",""
"","","Center","","Fabricatio","","","","","","","","","","","",""
"","","","","","Supervisor Total:","","","32","12","422","232","698","1,000","698","302",""
"Supervisor: McLaughlin /Dennis","","","","","","","","","","","","",""
"P063007","Cee Sponsored Research Accounts","","","","","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
"6922520","DESHPAND","MIT - Internal","6926535","Ensemble-Based","09/01/2012","08/31/2013","","21,013","7,670","0","16,063","44,746","49,697","49,697","-0","6926535"
"","E MOU","","","Processing Of","","","","","","","","","","","",""
"","","","","Noisy Image","","","","","","","","","","","",""
"","","","","","Supervisor Total:","","","21,013","7,670","0","16,063","44,746","49,697","49,697","-0",""
"Supervisor: Patera /Anthony T","","","","","","","","","","","","","",""
"P065004","Mechanical Engineering (Ras) A","","","","","","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
"6922520","DESHPAND","MIT - Internal","6924443","Real-Time","09/01/2011","07/31/2013","","364","133","0","278","775","128,153","128,153","-0","6924443"
"","E MOU","","","Component-Base","","","","","","","","","","","",""
"","","","","d Simulations","","","","","","","","","","","",""
"","","","","","Supervisor Total:","","","364","133","0","278","775","128,153","128,153","-0",""
"Supervisor: Pentelute /Bradley L.","","","","","","","","","","","","",""
"P152000","Chemistry","","","","","","","","","","","","","",""
"","","","","","","Page 5 of 8, Wednesday, September 10, 2014","","","","","","","","",""
"","","","","","Primary and Secondary Volume Report by Supervisor","","","","","",""
"","","","","","Department: Deshpande Center for Technological Innov","","","","","",""
"","","","","","","Fiscal Period 201412","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
"6922520","DESHPAND","MIT - Internal","6928488","Fast Flow","09/01/2013","08/31/2014","26,091","","","23,467","15,654","65,212","70,450","65,212","5,238","6928488"
"","E MOU","","","Peptides","","","","","","","","","","","",""
"6922520","DESHPAND","MIT - Internal","6929019","Fabricated","09/01/2013","08/31/2014","","","","21,968","","21,968","29,550","21,968","7,583","6929019"
"","E MOU","","","Equipment -","","","","","","","","","","","",""
"","","","","Automated Peptid","","","","","","","","","","","",""
"","","","","","Supervisor Total:","","26,091","","","45,435","15,654","87,180","100,000","87,180","12,820",""
"Supervisor: Raskar /Ramesh","","","","","","","","","","","","","",""
"P039000","Media Laboratory","","","","","","","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
"6922520","DESHPAND","MIT - Internal","6922588","Netra: Low-Cost","09/01/2010","08/31/2011","","","","0","0","0","50,000","50,000","0","6922588"
"","E MOU","","","Mobile Diagnostic","","","","","","","","","","","",""
"","","","","Tool","","","","","","","","","","","",""
"6922520","DESHPAND","MIT - Internal","6926540","Reticue: Portable","09/01/2012","08/31/2014","","5,417","1,977","72,719","44,863","124,976","150,000","155,589","-5,589","6926540"
"","E MOU","","","Device For","","","","","","","","","","","",""
"","","","","Retinal Ima","","","","","","","","","","","",""
"","","","","","Supervisor Total:","","","5,417","1,977","72,719","44,863","124,976","200,000","205,589","-5,589",""
"Supervisor: Schuh /Christopher A","","","","","","","","","","","","",""
"P066000","Materials Science And Engineering","","","","","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
"6922520","DESHPAND","MIT - Internal","6928489","Electrically","09/01/2013","08/31/2014","2,771","","","10,689","7,538","20,998","50,000","20,998","29,002","6928489"
"","E MOU","","","Activated Shape","","","","","","","","","","","",""
"","","","","Memory Cera","","","","","","","","","","","",""
"","","","","","Supervisor Total:","","2,771","","","10,689","7,538","20,998","50,000","20,998","29,002",""
"Supervisor: Slocum /Alexander H","","","","","","","","","","","","",""
"P065006","Mechanical Engineering (Ras) C","","","","","","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
"6922520","DESHPAND","MIT - Internal","6922587","Image-Guided","09/01/2010","12/31/2011","0","","","0","0","0","49,974","49,974","0","6922587"
"","E MOU","","","Robot For","","","","","","","","","","","",""
"","","","","Dot-Matrix Tumor","","","","","","","","","","","",""
"","","","","","Supervisor Total:","","0","","","0","0","0","49,974","49,974","0",""
"Supervisor: Swager /Timothy M","","","","","","","","","","","","","",""
"P152000","Chemistry","","","","","","","","","","","","","",""
"","","","","","","Page 6 of 8, Wednesday, September 10, 2014","","","","","","","",""
"","","","","","Primary and Secondary Volume Report by Supervisor","","","","","","",""
"","","","","","Department: Deshpande Center for Technological Innov","","","","","","",""
"","","","","","","Fiscal Period 201412","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
"6922520","DESHPAND","MIT - Internal","6926536","Fabricated Of","09/01/2012","08/31/2014","","41,273","15,065","10,501","34,110","100,950","200,000","198,810","1,190","6926536"
"","E MOU","","","Sensors By","","","","","","","","","","","",""
"","","","","Mechanical Abra","","","","","","","","","","","",""
"","","","","","Supervisor Total:","","","41,273","15,065","10,501","34,110","100,950","200,000","198,810","1,190",""
"Supervisor: Varanasi /Kripa","","","","","","","","","","","","","",""
"P069700","Lab For Manufacturing & Productivity","","","","","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
"6893153","DESHPAND","MIT -","6920862","Innovation Grant:","09/01/2009","03/31/2013","0","0","0","-1,578","0","-1,578","175,000","175,000","-0","6920862"
"","E MOU","Deshpande","","Nanoengineered","","","","","","","","","","","",""
"","","Center","","Surface","","","","","","","","","","","",""
"","","","","","Supervisor Total:","","0","0","0","-1,578","0","-1,578","175,000","175,000","-0",""
"Supervisor: Walker /Graham C","","","","","","","","","","","","","",""
"P151020","Biology-Walker","","","","","","","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
"6893153","DESHPAND","MIT -","6918875","New Antibiotic","09/01/2008","09/30/2013","","3,800","1,387","1,026","3,479","9,691","94,702","94,702","-0","6918875"
"","E MOU","Deshpande","","Target And Down","","","","","","","","","","","",""
"","","Center","","Syndrome","","","","","","","","","","","",""
"6922520","DESHPAND","MIT - Internal","6928558","New Antibiotic","09/01/2013","08/31/2014","","23,573","8,604","4,701","20,652","57,531","100,881","57,531","43,350","6928558"
"","E MOU","","","Target And Down","","","","","","","","","","","",""
"","","","","Syndrome","","","","","","","","","","","",""
"","","","","","Supervisor Total:","","","27,373","9,991","5,727","24,131","67,222","195,583","152,233","43,350",""
"Supervisor: Watts /Michael","","","","","","","","","","","","","",""
"P267200","Rle - Moore/Foley Team","","","","","","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
"6922520","DESHPAND","MIT - Internal","6928490","Scalable","09/01/2013","08/31/2014","","8,181","2,986","62","5,905","17,134","50,000","17,134","32,866","6928490"
"","E MOU","","","Photonic Links","","","","","","","","","","","",""
"","","","","For Ethernet Sys","","","","","","","","","","","",""
"","","","","","Supervisor Total:","","","8,181","2,986","62","5,905","17,134","50,000","17,134","32,866",""
"","","","Secondary Volume Total","","","104,972","183,908","65,485","316,669","318,236","989,269","2,943,975","2,561,128","382,847",""
"","","","Primary and Secondary Volume Total","","104,972","389,753","139,345","339,121","318,236","1,291,426","4,494,450","3,751,605","742,845",""
"","","","","","","Page 7 of 8, Wednesday, September 10, 2014","","","","","","","",""
"Primary and Secondary Volume Report by Supervisor"
"Department: Deshpande Center for Technological Innov"
"Fiscal Period 201412"
"Page 8 of 8, Wednesday, September 10, 2014"
"","","","","","Primary and Secondary Volume Report by Supervisor","","","","","",""
"","","","","","Department: Electrical Eng/Computer Sci","","","","","","",""
"","","","","","","Fiscal Period 201412","","","","","","","","",""
"Primary Volume","","","","","","","","","","","","","","",""
"Supervisor: Berggren /Karl K","","","","","","","","","","","","","",""
"P064000","Electrical Engineering-Computer Science","","","","","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
"3978565","MOU","The","6916868","Sma-2 Research","07/01/2007","06/30/2011","","","0","0","0","0","60,000","59,318","682","6916868"
"","DATED","University of","","Karl Berggren","","","","","","","","","","","",""
"","9/17/04","Singapore","","","","","","","","","","","","","",""
"","","","","","Supervisor Total:","","","","0","0","0","0","60,000","59,318","682",""
"Supervisor: Bhatia /Sangeeta N","","","","","","","","","","","","","",""
"P064000","Electrical Engineering-Computer Science","","","","","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
"6928731","AGREEME","Skolkovo","6929406","Iddh Project 3:","10/01/2013","01/23/2019","6,847","35,310","12,888","44,772","53,317","153,134","181,530","153,134","28,396","6929406"
"","NT DATED","Institute of","","Bhatia","","","","","","","","","","","",""
"","10/1/13","Science and","","","","","","","","","","","","","",""
"","","Technology","","","","","","","","","","","","","",""
"6928731","AGREEME","Skolkovo","6939405","Bhatia Parent","10/01/2013","01/23/2019","","","","","","0","0","0","0","6939405"
"","NT DATED","Institute of","","","","","","","","","","","","","",""
"","10/1/13","Science and","","","","","","","","","","","","","",""
"","","Technology","","","","","","","","","","","","","",""
"","","","","","Supervisor Total:","","6,847","35,310","12,888","44,772","53,317","153,134","181,530","153,134","28,396",""
"Supervisor: Dresselhaus /Mildred S","","","","","","","","","","","","",""
"P064000","Electrical Engineering-Computer Science","","","","","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
"6890357","AGMT","E.I. Du Pont","6892987","Du-Pont - Mit","01/01/2000","10/15/2002","0","0","0","0","0","0","13,941","13,941","0","6892987"
"","EFF.","De Nemours","","Alliance Research","","","","","","","","","","","",""
"","12/10/99","& Company","","","","","","","","","","","","","",""
"6890357","AGMT","E.I. Du Pont","6894183","Child Account","01/01/2000","12/31/2005","0","0","0","0","0","0","327,438","327,438","0","6894183"
"","EFF.","De Nemours","","","","","","","","","","","","","",""
"","12/10/99","& Company","","","","","","","","","","","","","",""
"6920025","N00014-09-","Navy - ONR","6920599","Dod Cap Funds -","07/01/2009","10/31/2010","0","0","0","0","0","0","17,441","17,441","-0","6920599"
"","1-1063","","","Fy09 -","","","","","","","","","","","",""
"","","","","Dresselhaus","","","","","","","","","","","",""
"6920025","N00014-09-","Navy - ONR","6921409","Dod Cap Funds -","11/01/2009","05/31/2011","0","0","0","0","0","0","95,772","95,772","0","6921409"
"","1-1063","","","Fy10 -","","","","","","","","","","","",""
"","","","","Dresselhaus","","","","","","","","","","","",""
"","","","","","Supervisor Total:","","0","0","0","0","0","0","454,592","454,592","0",""
"","","","","","","Page 1 of 3, Wednesday, September 10, 2014","","","","","","","","",""
"","","","","","Primary and Secondary Volume Report by Supervisor","","","","","",""
"","","","","","Department: Electrical Eng/Computer Sci","","","","","","",""
"","","","","","","Fiscal Period 201412","","","","","","","",""
"Supervisor: Gifford /David K","","","","","","","","","","","","","",""
"P064000","Electrical Engineering-Computer Science","","","","","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
"6924386","5-T32-HG00","NIH","6924386","Mit/Whitehead/Br","07/01/2011","04/30/2015","","","","","","0","0","0","0","6924386"
"","4947-03","","","oad","","","","","","","","","","","",""
"","","","","Computational","","","","","","","","","","","",""
"","","","","Geneti","","","","","","","","","","","",""
"6924386","5-T32-HG00","NIH","6924387","Mit/Whitehead/Br","07/01/2011","06/30/2012","","","","0","","0","132,338","132,338","0","6924387"
"","4947-03","","","oad","","","","","","","","","","","",""
"","","","","Computational","","","","","","","","","","","",""
"","","","","Geneti","","","","","","","","","","","",""
"6924386","5-T32-HG00","NIH","6926022","Mit/Whitehead/Br","07/01/2012","06/30/2013","","","","0","0","0","157,199","157,199","-0","6926022"
"","4947-04","","","oad","","","","","","","","","","","",""
"","","","","Computational","","","","","","","","","","","",""
"","","","","Geneti","","","","","","","","","","","",""
"6924386","5-T32-HG00","NIH","6928502","Mit/Whitehead/Br","07/01/2013","04/30/2015","","","","154,982","1","154,983","174,592","154,983","19,609","6928502"
"","4947-05","","","oad","","","","","","","","","","","",""
"","","","","Computational","","","","","","","","","","","",""
"","","","","Geneti","","","","","","","","","","","",""
"6924386","3-T32-HG00","NIH","6929857","Mit/Whitehead/Br","07/01/2014","04/30/2015","","","","","","0","172,623","0","172,623","6929857"
"","4947-05S1","","","oad","","","","","","","","","","","",""
"","","","","Computational","","","","","","","","","","","",""
"","","","","Geneti","","","","","","","","","","","",""
"6926630","5-U01-HG0","MIT -","6928601","Cost Sharing","09/17/2012","06/30/2014","","29,950","8,386","","21,468","59,804","64,120","59,804","4,316","6928601"
"","07037-02","Internal Cost","","Child","","","","","","","","","","","",""
"","","Sharing","","","","","","","","","","","","","",""
"","","","","","Supervisor Total:","","","29,950","8,386","154,982","21,469","214,787","700,872","504,324","196,548",""
"Supervisor: Kellis /Manolis","","","","","","","","","","","","","",""
"P064000","Electrical Engineering-Computer Science","","","","","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
"6927068","7210121-60","MIT -","6928279","High-Throughput","09/21/2012","07/31/2013","","14,300","4,004","","10,250","28,554","28,554","28,554","0","6928279"
"","00000617","Internal Cost","","Sequencing Of","","","","","","","","","","","",""
"","","Sharing","","Chromatin","","","","","","","","","","","",""
"6927068","5310122-55","MIT -","6928453","High-Throughput","08/01/2013","07/31/2014","","14,967","4,191","","10,728","29,885","29,885","29,885","-0","6928453"
"","00000519","Internal Cost","","Sequencing Of","","","","","","","","","","","",""
"","","Sharing","","Chromatin","","","","","","","","","","","",""
"6927132","6145892/RF","MIT -","6927135","Internal Cost","09/21/2012","07/31/2013","","12,647","3,541","","9,065","25,253","28,554","28,554","0","6927135"
"","S2013072","Internal Cost","","Sharing","","","","","","","","","","","",""
"","","Sharing","","","","","","","","","","","","","",""
"6928813","WA0013305","MIT -","6928814","Cost Sharing","08/01/2013","07/31/2014","","14,967","4,191","","10,728","29,885","29,885","29,885","0","6928814"
"","8/RFS20140","Internal Cost","","Child","","","","","","","","","","","",""
"","41","Sharing","","","","","","","","","","","","","",""
"","","","","","Supervisor Total:","","","56,880","15,926","","40,772","113,579","116,879","116,879","0",""
"","","","","","","Page 2 of 3, Wednesday, September 10, 2014","","","","","","","",""
"","","","","","Primary and Secondary Volume Report by Supervisor","","","","","","",""
"","","","","","Department: Electrical Eng/Computer Sci","","","","","","",""
"","","","","","","Fiscal Period 201412","","","","","","","",""
"Supervisor: Schindall /Joel E","","","","","","","","","","","","","",""
"P064000","Electrical Engineering-Computer Science","","","","","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
"6916013","AGREEME","National","6916091","Bigger Picture","02/01/2010","02/01/2012","","","","0","0","0","32,549","32,549","0","6916091"
"","NT DATED","Research","","","","","","","","","","","","","",""
"","9/18/07","Foundation","","","","","","","","","","","","","",""
"","","","","","Supervisor Total:","","","","","0","0","0","32,549","32,549","0",""
"Supervisor: Szolovits /Peter","","","","","","","","","","","","","",""
"P064000","Electrical Engineering-Computer Science","","","","","","","","","","","",""
"Master","Government","Sponsor","Project","Project Wbs","Project Wbs","Project Wbs","Graduate","Salaries","Employee","Operating","F&A","Fytd","Auth Total","Cumulative","Unexpend","Project"
"Project","Contract","Name","Wbs Id_2","Name_2","Effective","Expiration","Student","","Benefits","Expenses","Costs","Amount","","Amount","ed","Wbs Id"
"Number","Number","","","","Date","Date","Staff","","","","","","","","Balance",""
"6918054","5-R01-EB00","MIT -","6924964","Mit Internal Cost","08/01/2011","07/31/2013","","-1,087","-380","","0","-1,467","23,595","23,595","0","6924964"
"","1659-07","Internal Cost","","Sharing Account","","","","","","","","","","","",""
"","","Sharing","","","","","","","","","","","","","",""
"","","","","","Supervisor Total:","","","-1,087","-380","","0","-1,467","23,595","23,595","0",""
"Supervisor: Tedrake /Russell L","","","","","","","","","","","","","",""
"P064000","Electrical Engineering-Computer Science","","","","","","","","","","","",""
